id,cislo_listiny,kampan,slib,opora_kod,opora_popis,duvod,dosavadni_jednani,pravomoc,proveditelnost,politicke_podminky,protidukazy,vykonna_role,vykonna_odpovednost,nevyuzita_moznost_json,co_by_zmenilo_zaver,zdroj_url,lokator,dalsi_zdroje,hlasovani,overeno
K08-01,8,Brnoklidem,Připravit nejméně další tisíc bytů; městské pozemky a budovy používat pro dostupné bydlení místo rozprodeje.,nevyuzita_moznost,"Neudělali to, když mohli","Dnes slibují využívat městské budovy pro dostupné bydlení místo prodeje, ale náměstkyně pro bydlení Karin Podivinská a dalších šest dnešních kandidátů v březnu 2025 schválili prodej dvou prázdných domů s celkem 40 byty na Dornychu developerovi. Mohli hlasovat proti; doloženou přípravu nových bytů posuzujeme zvlášť.",Kandidáti podpořili přípravu bytového projektu Kamenný vrch II. Sedm zároveň v březnu 2025 hlasovalo pro prodej dvou městských bytových domů Dornych 29 a 31 developerovi; všech devět v lednu 2026 podpořilo zrušení starých pravidel pro prodej bytů. Karin Podivinská spolupodepsala v červenci 2026 smlouvu na stavbu 353 bytů v projektu Kamenný vrch II.,"Město může investovat do vlastního bydlení, rozhodovat o majetku a pravidlech; u městských bytů spravovaných městskými částmi musí zapojit i jejich vedení. Soukromou výstavbu nemůže jednoduše nařídit.","Připravit není postavit. Lednový materiál uvádí projekty v různých fázích; červnový hlas vybírá banku a zářijový materiál teprve předkládá úvěrovou smlouvu. Návrh úvěru zároveň obsahuje závazek města při dočasné neobsazenosti zajistit chybějící splátky: úvěr družstva tedy neznamená nulové riziko města. V červenci 2026 byla oznámena podepsaná smlouva se zhotovitelem 353 bytů v projektu Kamenný vrch II; projekt má tedy i realizační krok, nikoliv jen politický příslib.","Devět dnešních kandidátů má současný mandát, většinou získaný původně za ANO; jejich historii přičítáme lidem, ne novému názvu automaticky.","Domy byly prázdné a ve špatném až průměrném stavebním stavu. Prodej měl ekonomické zdůvodnění a výnos byl navržen do Fondu bytové výstavby; neprokazujeme, že zachování bylo levnější nebo výhodnější. V lednu 2026 tito kandidáti podpořili zrušení starého privatizačního postupu. Dnešní program může být změnou politiky. Výtka hodnotí tehdejší nevyužití vlastního hlasu ve prospěch nyní slibovaného zachování domů, nikoli prokázané porušení totožného staršího slibu, lež nebo neschopnost stavět byty.",Lidé ve vedení města v období 2022–2026,"Karin Podivinská Karasová má jako náměstkyně na starosti bydlení a správu městského majetku, Ing. arch. Petr Bořecký územní plánování. Do vedení vstoupili za ANO v roce 2022; dnes kandidují za Brnoklidem. Nový název jejich osobní odpovědnost neruší. Jejich podíl na městské moci je doložen, samostatnou většinu ale neměli.","{""scope_label"": ""zachování domů Dornych 29/31"", ""scope"": ""Zachování dvou městských bytových domů Dornych 29 a 31: odpovědní politici mohli odepřít vlastní souhlas s jejich prodejem soukromému developerovi."", ""period"": ""Březen 2025; rozhodnutí ZMB dne 25. 3. 2025. Uskutečnění prodeje doloženo přijetím kupní ceny 5. 6. 2025."", ""actors"": [{""person"": ""karin-podivinska-karasova"", ""name"": ""Karin Podivinská Karasová"", ""role"": ""náměstkyně odpovědná za bydlení a správu majetku"", ""action"": ""V tabulce rady 5. 3. má pomlčky, žádný hlas jí zde nepřipisujeme; 25. 3. 2025 pro prodej hlasovala v zastupitelstvu""}, {""person"": ""petr-borecky"", ""name"": ""Ing. arch. Petr Bořecký"", ""role"": ""radní pro územní plánování"", ""action"": ""5. 3. 2025 podpořil záměr prodeje v radě; 25. 3. podpořil prodej v zastupitelstvu""}], ""authority"": ""Kandidáti uvedení v tomto bloku byli členy městské rady a současně zastupitelstva. Rada připravovala majetkové rozhodnutí, o prodeji hlasovalo zastupitelstvo; vlastní hlas měli pod kontrolou. Jednotlivec ani tato dnešní listina neměli samostatné veto."", ""opportunity"": ""Rada města 5. 3. 2025 odsouhlasila záměr prodeje a zastupitelstvo 25. 3. prodej schválilo. Uvedení politici mohli hlasovat proti a uvnitř vládnoucí koalice prosazovat zachování domů ve vlastnictví města. Jejich nesouhlas by však sám nezaručil zamítnutí prodeje ani peníze na opravu domů."", ""outcome"": ""Prodej podpořilo sedm lidí z dnešní listiny; Levíček se zdržel a Benešová ještě neměla mandát. Celkem prošel 38 hlasy proti 10. Zářijový materiál potvrzuje realizaci prodeje a přijetí 225 milionů Kč dne 5. 6. 2025. Šlo o dva prázdné městské bytové domy Dornych 29 a 31 s celkem 40 byty. Za 225 milionů Kč je koupila společnost CTP Vlněna Business Park, která plánovala jejich odstranění a novou výstavbu pro obchody, kanceláře a bydlení. Brno získalo peníze, ale ztratilo vlastnictví těchto domů a možnost samo rozhodovat o jejich bytech; nešlo o odebrání 40 právě obývaných bytů nájemníkům."", ""limitations"": ""Domy byly prázdné a ve špatném až průměrném stavebním stavu. Prodej měl ekonomické zdůvodnění a výnos byl navržen do Fondu bytové výstavby; neprokazujeme, že zachování bylo levnější nebo výhodnější. V lednu 2026 tito kandidáti podpořili zrušení starého privatizačního postupu. Dnešní program může být změnou politiky. Výtka hodnotí tehdejší nevyužití vlastního hlasu ve prospěch nyní slibovaného zachování domů, nikoli prokázané porušení totožného staršího slibu, lež nebo neschopnost stavět byty."", ""references"": [{""source"": ""ea80e5751d173075"", ""locator"": ""PDF s. 7 – jmenná tabulka hlasování rady dne 5. 3. 2025""}, {""source"": ""ea80e5751d173075"", ""locator"": ""PDF s. 4–5 – stav domů a ekonomické důvody prodeje""}, {""source"": ""51e4b76cc1f5ba4c"", ""locator"": ""jmenný protokol Z9-25-057 ze dne 25. 3. 2025""}, {""source"": ""e988b29ad183637c"", ""locator"": ""PDF s. 27 – schválení prodeje""}, {""source"": ""52f247a38ab38f70"", ""locator"": ""PDF s. 4 – uskutečněný prodej, příjem 5. 6. 2025 a návrh převodu do FBV""}, {""source"": ""00986cd445f58d56"", ""locator"": ""členové rady""}, {""source"": ""4a768991f20ccd16"", ""locator"": ""bytová a majetková gesce Podivinské""}], ""decision_kind"": ""vlastni_souhlas_s_prodejem""}","Tehdejší hlas změnit nelze. Výklad by změnil důkaz chybného přiřazení osoby, právní vázanosti jejího rozhodnutí nebo výslovné výjimky v dnešním slibu; nové rozhodování ukáže, zda byla změna politiky uskutečněna.",https://www.brnoklidem.cz/program/,Domov klidem,bcabc7c6ac31af4e;54680ebc827751f8;67608a0aa50e0c9a;92070caf8da6904e;e4f8e48e77fd9841;e13ec4718d18eb51;00986cd445f58d56;4a768991f20ccd16;60525dcd1db4fd54;ea80e5751d173075;ea80e5751d173075;51e4b76cc1f5ba4c;e988b29ad183637c;52f247a38ab38f70;00986cd445f58d56;4a768991f20ccd16,Z9-25-057;Z9-32-036;Z9-36-071,2026-09-20
K08-04,8,Brnoklidem,"Zavést bezplatnou MHD do 15 a od 65 let, dát přednost vysokorychlostním železničním tratím (VRT) před přesunem hlavního nádraží a prosazovat kolejové spojení severu a jihu města.",podminene,Podmíněně proveditelné,Město může přispívat na levnější MHD; změnit plán přesunu hlavního nádraží a použít státní peníze jinak ale může jen po dohodě se státem.,Dřívější majetkový krok k železničnímu uzlu není hlas o této nové variantě.,"Město připravuje své pozemky, území a návaznou MHD; nové hlavní nádraží a související tratě připravuje státní organizace Správa železnic. Samotná brněnská koalice nerozhodne o celé státní investici.","Program navrhuje MHD zdarma do 15 a od 65 let, zachování vlaků v centru a přednost VRT. Správa železnic už připravuje jinou schválenou variantu; změna vyžaduje dohodu se státem, náklady a nový harmonogram.","Devět dnešních kandidátů má současný mandát, většinou získaný původně za ANO; jejich historii přičítáme lidem, ne novému názvu automaticky.",Prosazovat změnu státního projektu možné je; nelze ji ale vydávat za jednostranně rozhodnutelný úkol Brna.,Lidé ve vedení města v období 2022–2026,"Karin Podivinská Karasová má jako náměstkyně na starosti bydlení a správu městského majetku, Ing. arch. Petr Bořecký územní plánování. Do vedení vstoupili za ANO v roce 2022; dnes kandidují za Brnoklidem. Nový název jejich osobní odpovědnost neruší. Jejich podíl na městské moci je doložen, samostatnou většinu ale neměli.",,Oddělený rozpočet tarifu a doložená dohoda se státem o železniční variantě.,https://www.brnoklidem.cz/program/,Pohyb klidem,950f39946cb6bdf8;0f370d838d2a82a6;950f39946cb6bdf8;e13ec4718d18eb51;00986cd445f58d56;4a768991f20ccd16;60525dcd1db4fd54,Z9-18-088,2026-09-20
K08-05,8,Brnoklidem,U klíčových projektů používat architektonické soutěže a rozvíjet otevřená data města.,podminene,Podmíněně proveditelné,"Město schválilo pravidla, aby jeho společnosti zveřejňovaly data pro veřejné použití; ověřené ale není jejich plnění ani výběr návrhů všech klíčových staveb v architektonických soutěžích.","Zastupitelstvo schválilo pravidla otevřených dat městských společností: informace mají být zveřejňovány tak, aby je mohl kdokoli dále používat. Osobní hlasy kandidátů jsou níže.","Zastupitel může přímo ovlivnit vlastní hlas. Změna městských pravidel, zadání auditu nebo zveřejňování dalších údajů potřebuje podporu rady nebo zastupitelstva podle toho, kdo o věci rozhoduje.","Rozhodující jsou skutečně zveřejněná data a zadání konkrétních soutěží, ne jen schválený rámec.","Devět dnešních kandidátů má současný mandát, většinou získaný původně za ANO; jejich historii přičítáme lidem, ne novému názvu automaticky.","Schválený rámec je konkrétní krok, ale není automaticky úplným splněním.",Lidé ve vedení města v období 2022–2026,"Karin Podivinská Karasová má jako náměstkyně na starosti bydlení a správu městského majetku, Ing. arch. Petr Bořecký územní plánování. Do vedení vstoupili za ANO v roce 2022; dnes kandidují za Brnoklidem. Nový název jejich osobní odpovědnost neruší. Jejich podíl na městské moci je doložen, samostatnou většinu ale neměli.",,"Seznam klíčových projektů, soutěží a aktualizovaných datových sad.",https://www.brnoklidem.cz/program/,Město klidem,e4f8e48e77fd9841;e13ec4718d18eb51;00986cd445f58d56;4a768991f20ccd16;60525dcd1db4fd54,Z9-09-016,2026-09-20
K08-06,8,Brnoklidem,Posílit počet strážníků v ulicích.,bez_opory,Jen kydy!,"Pro více strážníků v ulicích nemáme doložený cílový počet, náborový plán ani odpovídající osobní rozhodnutí.",V ověřeném výběru není osobní rozhodnutí odpovídající konkrétnímu navýšení.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,"Počet nových strážníků, směny a dlouhodobé mzdové náklady nejsou v tomto programovém bodu určeny.","Devět dnešních kandidátů má současný mandát, většinou získaný původně za ANO; jejich historii přičítáme lidem, ne novému názvu automaticky.",Město vlastní policii řídí; nejde o slib ovládat Policii ČR.,Lidé ve vedení města v období 2022–2026,"Karin Podivinská Karasová má jako náměstkyně na starosti bydlení a správu městského majetku, Ing. arch. Petr Bořecký územní plánování. Do vedení vstoupili za ANO v roce 2022; dnes kandidují za Brnoklidem. Nový název jejich osobní odpovědnost neruší. Jejich podíl na městské moci je doložen, samostatnou většinu ale neměli.",,"Náborový plán, cílové počty ve službě a financování.",https://www.brnoklidem.cz/program/,Život klidem – bezpečnost,e4f8e48e77fd9841;e13ec4718d18eb51;00986cd445f58d56;4a768991f20ccd16;60525dcd1db4fd54,,2026-09-20
K08-07,8,Brnoklidem,Pokračovat v protipovodňových opatřeních a připravit odkanalizování obou břehů přehrady.,podminene,Podmíněně proveditelné,"Protipovodňové stavby mají doložené projednávání, příprava kanalizace obou břehů ale potřebuje vlastní technické a finanční podklady.",Hlas o průběžných informacích o protipovodňových stavbách není doklad dokončení ani postoj ke každé stavbě.,"Město může upravovat své veřejné prostory a financovat údržbu. Zásahy do ulic závisí také na správě sítí, vlastnictví pozemků a povolování.","Stavby závisí na majetku, projektové dokumentaci, povoleních a financování. Nábřeží má navíc spojit protipovodňovou funkci s veřejným prostorem.","Devět dnešních kandidátů má současný mandát, většinou získaný původně za ANO; jejich historii přičítáme lidem, ne novému názvu automaticky.","Program sám u kanalizace slibuje přípravu, nikoliv dokončení.",Lidé ve vedení města v období 2022–2026,"Karin Podivinská Karasová má jako náměstkyně na starosti bydlení a správu městského majetku, Ing. arch. Petr Bořecký územní plánování. Do vedení vstoupili za ANO v roce 2022; dnes kandidují za Brnoklidem. Nový název jejich osobní odpovědnost neruší. Jejich podíl na městské moci je doložen, samostatnou většinu ale neměli.",,Projektové a finanční milníky jednotlivých staveb.,https://www.brnoklidem.cz/program/,Voda klidem,92070caf8da6904e;e13ec4718d18eb51;00986cd445f58d56;4a768991f20ccd16;60525dcd1db4fd54,Z9-20-040,2026-09-20
K09-02,9,Motoristé,Posílit bezpečnost a důsledněji řešit narušování veřejného pořádku.,bez_opory,Jen kydy!,"Bezpečnost je deklarovanou prioritou, ale chybějí měřitelné cíle a náklady; starší funkce lídra tento plán nenahrazuje.",Tomáš Kratochvíl byl městským radním pro správu majetkových podílů města ve firmách; neplést se současným Petrem Kratochvílem.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,Chybí cílové personální kapacity a vyhodnocení konkrétních problémových míst. Zkušenost starosty sama nenahrazuje městský plán.,Tomáš Kratochvíl není nováček: v roce 2014 se stal městským radním; nezaměňujeme ho se současným radním Petrem Kratochvílem.,Praxi má; účinek tohoto dosud obecného opatření ale není doložen.,Dřívější městský radní v čele listiny,"Tomáš Kratochvíl byl v roce 2014 zvolen radním pro správu majetkových podílů města ve firmách. Jde o skutečnou dřívější výkonnou roli, ne o současného dopravního radního Petra Kratochvíla. Případnou výtku nesplněného slibu je nutné vztáhnout k době jeho funkce a k tomu, co měl tehdy na starosti.",,Měřitelné cíle a náklady opatření.,https://www.metro.cz/kraje/jihomoravsky-kraj/lidri-v-brne-chteji-stavet-byty-podporuji-i-novy-fotbalovy-stadion-za-luzankami.A260912_073146_metro-brno-zpravy_air,otázka 1 – Tomáš Kratochvíl,96ab5768e37aec62;e4f8e48e77fd9841;96ab5768e37aec62,,2026-09-20
K09-03,9,Motoristé,Zkrátit opravy komunikací a související uzavírky.,bez_opory,Jen kydy!,Kratší uzavírky zatím nemají doložený soubor procesních změn ani měření a město navíc neřídí všechny investory.,Srovnatelný celoměstský výsledek zkrácení oprav není doložen.,"Město ovlivňuje vlastní dopravu a její financování. Ceny a pravidla jízdného společného pro Brno a kraj, regionální spoje a státní stavby musí řešit i s krajem, dopravci nebo státem.","Zrychlení vyžaduje součinnost vlastníků sítí a komunikací; termíny mohou ovlivnit technické podmínky, soutěže i povolení.",Tomáš Kratochvíl není nováček: v roce 2014 se stal městským radním; nezaměňujeme ho se současným radním Petrem Kratochvílem.,Není správné připisovat městu každou uzavírku na státní či krajské silnici.,Dřívější městský radní v čele listiny,"Tomáš Kratochvíl byl v roce 2014 zvolen radním pro správu majetkových podílů města ve firmách. Jde o skutečnou dřívější výkonnou roli, ne o současného dopravního radního Petra Kratochvíla. Případnou výtku nesplněného slibu je nutné vztáhnout k době jeho funkce a k tomu, co měl tehdy na starosti.",,Seznam procesních změn a měření délky oprav.,https://www.metro.cz/kraje/jihomoravsky-kraj/lidri-v-brne-chteji-stavet-byty-podporuji-i-novy-fotbalovy-stadion-za-luzankami.A260912_073146_metro-brno-zpravy_air,otázka 1 – Tomáš Kratochvíl,92070caf8da6904e;0f370d838d2a82a6;96ab5768e37aec62,,2026-09-20
K09-04,9,Motoristé,Nabídnout všem brněnským školám projekt Pohybově aktivní školy.,bez_opory,Jen kydy!,"Kampaň uvádí zkušební projekt Pohybově aktivní školy v Bystrci, který má podporovat pohyb dětí; chybí však nezávislé ověření jeho výsledků a finanční plán nabídky všem brněnským školám.",Podle kampaně projekt Pohybově aktivní školy funguje v Bystrci. Jeho rozsah a výsledky zde nejsou nezávisle ověřené.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,"Lídr odkazuje na fungování projektu v Bystrci. V tomto rozboru nemáme nezávislé vyhodnocení jeho rozsahu a výsledků, proto jej vedeme jako tvrzení kampaně.",Tomáš Kratochvíl není nováček: v roce 2014 se stal městským radním; nezaměňujeme ho se současným radním Petrem Kratochvílem.,Slib nabídnout není slib povinné účasti všech škol.,Dřívější městský radní v čele listiny,"Tomáš Kratochvíl byl v roce 2014 zvolen radním pro správu majetkových podílů města ve firmách. Jde o skutečnou dřívější výkonnou roli, ne o současného dopravního radního Petra Kratochvíla. Případnou výtku nesplněného slibu je nutné vztáhnout k době jeho funkce a k tomu, co měl tehdy na starosti.",,Doklady výsledků pilotu a finanční plán rozšíření.,https://www.metro.cz/kraje/jihomoravsky-kraj/lidri-v-brne-chteji-stavet-byty-podporuji-i-novy-fotbalovy-stadion-za-luzankami.A260912_073146_metro-brno-zpravy_air,otázka 1 – Tomáš Kratochvíl,e4f8e48e77fd9841;96ab5768e37aec62,,2026-09-20
K10-01,10,DSZ – Za práva zvířat,Podporovat omezení zábavní pyrotechniky a ohňostrojů.,podminene,Podmíněně proveditelné,"Brno již má regulaci pyrotechniky, další omezení však vyžaduje vymezit nový rozsah a postup v zákonných pravomocích města.",Rozhodnutí dosavadních zastupitelů se nesmí připsat novým kandidátkám DSZ.,"Město může upravovat své veřejné prostory a financovat údržbu. Zásahy do ulic závisí také na správě sítí, vlastnictví pozemků a povolování.","Nelze směšovat zákaz na vybraných místech, typy výrobků a všechna použití. Konkrétní návrh musí projít právním posouzením a většinou zastupitelstva.",Na listině kandidují jen tři ženy: ani zvolení všech tří by nevytvořilo většinu v 55členném zastupitelstvu.,Hlasování dosavadních zastupitelů není osobním výsledkem těchto tří kandidátek.,Bez doložené městské výkonné role,"U dnešních tří kandidátek není doložen městský mandát 2022–2026 ani výkonná role, která by umožnila samostatně uskutečnit vybrané sliby. Nedoloženou minulost nezaměňujeme za promarněnou vládní příležitost.",,Návrh vyhlášky s přesným rozsahem a ověření aktuálních zákonných mezí.,https://dsz321.webnode.cz/news/prohlaseni-dsz-za-prava-zvirat-k-volbam-do-zastupitelstev-obci-se-seznamem-mist-na-kterych-podala-kandidatky/,celostátní komunální prohlášení,92070caf8da6904e,Z9-31-011,2026-09-20
K10-02,10,DSZ – Za práva zvířat,"Podporovat soukromé útulky, azyly a spolky pomáhající opuštěným a týraným zvířatům.",bez_opory,Jen kydy!,"Podpora útulků je možným městským opatřením, ale bez částek, příjemců a pravidel jde zatím o neupřesněný příslib.",Přímý osobní návrh nebo realizovaný výsledek odpovídající tomuto slibu nebyl v ověřeném výběru doložen; nejde o důkaz nečinnosti.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,Prohlášení je celostátní; podporu soukromých útulků je třeba přeložit do konkrétních brněnských grantových pravidel.,Na listině kandidují jen tři ženy: ani zvolení všech tří by nevytvořilo většinu v 55členném zastupitelstvu.,Nová listina nemá doložený osobní hlasovací záznam; to samo nic neříká o dobrovolnické práci kandidátek.,Bez doložené městské výkonné role,"U dnešních tří kandidátek není doložen městský mandát 2022–2026 ani výkonná role, která by umožnila samostatně uskutečnit vybrané sliby. Nedoloženou minulost nezaměňujeme za promarněnou vládní příležitost.",,Místní dotační program a jeho finanční objem.,https://dsz321.webnode.cz/news/prohlaseni-dsz-za-prava-zvirat-k-volbam-do-zastupitelstev-obci-se-seznamem-mist-na-kterych-podala-kandidatky/,celostátní komunální prohlášení,e4f8e48e77fd9841,,2026-09-20
K10-03,10,DSZ – Za práva zvířat,Podporovat kastrační programy realizované soukromými organizacemi.,bez_opory,Jen kydy!,"Kastrační program je pojmenovaný nástroj, chybí však doložený brněnský rozsah, financování a dosavadní práce kandidátek na něm.",Osobní celoměstské hlasování kandidátek nebylo doloženo.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,"Je nutné určit počet výkonů, cenu a spolupráci s organizacemi; podpora není totéž co nový povinný režim pro všechny chovatele.",Na listině kandidují jen tři ženy: ani zvolení všech tří by nevytvořilo většinu v 55členném zastupitelstvu.,"Jde o nástroj, který lze financovat i bez zřizování nového útulku.",Bez doložené městské výkonné role,"U dnešních tří kandidátek není doložen městský mandát 2022–2026 ani výkonná role, která by umožnila samostatně uskutečnit vybrané sliby. Nedoloženou minulost nezaměňujeme za promarněnou vládní příležitost.",,"Místní plán, poskytovatelé a rozpočet.",https://dsz321.webnode.cz/news/prohlaseni-dsz-za-prava-zvirat-k-volbam-do-zastupitelstev-obci-se-seznamem-mist-na-kterych-podala-kandidatky/,komunální prohlášení 13. 8. 2026 – kastrační programy,e4f8e48e77fd9841,,2026-09-20
K11-01,11,B3!,"Prosadit třetí referendum o poloze hlavního nádraží, s cílem hlasování v roce 2028.",podminene,Podmíněně proveditelné,"Městské referendum lze vyhlásit o věcech, o kterých smí rozhodovat samotné město; jeho výsledek ale nemůže přikázat státu změnu projektu nového hlavního nádraží.",Starý program B3! není automaticky aktuálním programem 2026.,"Místní referendum může zavázat město v otázkách, o kterých smí samo rozhodovat. Nemůže samo přikázat státu přesun železniční investice.",Přesné znění otázky musí odpovídat samostatné působnosti města. Stát není pouhým místním referendem zavázán změnit svůj projekt.,K vyhlášení referenda zastupitelstvem je třeba většina; existuje i občanská cesta. Počet budoucích mandátů B3! není doložen.,"Referendum o postoji a jednání města může mít smysl; není automaticky neplatné proto, že železnici staví stát.",Bez doložené městské výkonné role,U dnešní kandidátky není doložena výkonná role v městském vedení. Požadavek na referendum sám takovou pravomoc nevytváří; záleží na zákonném postupu a podpoře.,,"Právně přípustná otázka, postup vyhlášení a vysvětlení důsledků obou odpovědí.",https://nasregion.cz/brnensky-spolek-chce-treti-referendum-o-poloze-nadrazi-zatim-ma-jen-zlomek-potrebnych-podpisu-445830/,zpráva 3. 9. 2026,950f39946cb6bdf8;a19e254790b698b5;9f15c393436e0c6f,Z9-18-088,2026-09-20
K12-01,12,Přísaha,Snížit cenu tepla pro obyvatele s trvalým pobytem o 15 %.,bez_opory,Jen kydy!,Sleva tepla o 15 % nemá doložený tarif ani ověřený zdroj úhrady rozdílu; současné nezvyšování ceny není touto slevou.,Závazek kampaně; není doložen realizovaný tarif ani nezávisle ověřené finanční krytí.,"Město jako vlastník ovlivňuje své firmy. Stavby a změny cen ale vyžadují také rozhodnutí firmy, zajištěné peníze a dodržení pravidel pro zakázky a ceny.",Teplárny pro rok 2026 oznámily zachování cen 2025. Slib pro občany s trvalým pobytem musí vyřešit nákladovou kalkulaci a způsob přenosu úlevy ke konkrétním domácnostem.,Bývalý primátor přináší zkušenost z vedení města; nový mandát a koaliční podporu z toho nelze odvodit.,Sleva či kompenzace není předem nemožná; dosavadní stabilní tarif však neprokazuje slibovaných 15 %.,Dřívější primátor v čele listiny,"Petr Vokřál byl zvolen primátorem v roce 2014. Posuzujeme tedy i jeho skutečnou dřívější moc a doložené výsledky, například program Rapid Re-Housing, který poskytl bydlení 50 rodinám. Nelze mu ale bez dalšího připsat rozhodnutí rady z období 2022–2026, v níž nepůsobil.",,"Kalkulace, právně ověřený mechanismus a finanční krytí slevy.",https://prisaha.cz/wp-content/uploads/2026/09/Volebni_program_Prisaha_Brno_TEMATA_CELISTVA-1.pdf,PDF – Energie,162b40e70de36f42;e4f8e48e77fd9841;92070caf8da6904e;96ab5768e37aec62;2cb30b541c6fc59f,,2026-09-20
K12-02,12,Přísaha,"Dokončit třetí kotel; kampaň tvrdí, že opakování soutěže způsobilo značnou škodu.",podminene,Podmíněně proveditelné,"Nový kotel brněnské spalovny už má podepsanou smlouvu, což podporuje slib dokončení; kampaň ale zároveň tvrdí, že opakování soutěže způsobilo škodu, a tu dostupné porovnání zakázek nepotvrzuje.",Oznámení SAKO dokládá uzavření realizační smlouvy; starší Vokřálovo vedení města samo nepotvrzuje dnešní harmonogram ani výši tvrzené škody.,"Město jako vlastník ovlivňuje své firmy. Stavby a změny cen ale vyžadují také rozhodnutí firmy, zajištěné peníze a dodržení pravidel pro zakázky a ceny.","Městská odpadová společnost SAKO provozuje brněnskou spalovnu, která z odpadu vyrábí teplo a elektřinu. Oznámila podepsanou smlouvu na modernizaci za 5,4 mld. Kč a podporu z Modernizačního fondu; dřívější sdělení uvádělo dokončení v květnu 2028. Nový kotel tedy není jen volební nápad. Zbývá ověřit dodržování termínů a finanční rizika; oznámení firmy není nezávislou kontrolou projektu.",Bývalý primátor přináší zkušenost z vedení města; nový mandát a koaliční podporu z toho nelze odvodit.,"Tajné hlasování v roce 2023 nelze připsat Vokřálovi, který tehdy neměl mandát.",Dřívější primátor v čele listiny,"Petr Vokřál byl zvolen primátorem v roce 2014. Posuzujeme tedy i jeho skutečnou dřívější moc a doložené výsledky, například program Rapid Re-Housing, který poskytl bydlení 50 rodinám. Nelze mu ale bez dalšího připsat rozhodnutí rady z období 2022–2026, v níž nepůsobil.",,Aktuální milníky provádění podepsané smlouvy a finanční bilance; u tvrzené škody také porovnání obou zadání a alternativ.,https://prisaha.cz/wp-content/uploads/2026/09/Volebni_program_Prisaha_Brno_TEMATA_CELISTVA-1.pdf,PDF – Preambule a Energie,cad8eb04b0609826;88da08b32dbbccce;e4f8e48e77fd9841;92070caf8da6904e;96ab5768e37aec62;2cb30b541c6fc59f,Z9-11-007,2026-09-20
K12-03,12,Přísaha,Směřovat nájemné v městských bytech do pásma 20–35 % příjmů domácnosti.,podminene,Podmíněně proveditelné,"Za primátora Petra Vokřála město uskutečnilo bytový program pro 50 rodin; je to zkušenost s pomocí v bydlení, ale nové pravidlo nájemného ve výši 20–35 % příjmů domácnosti potřebuje vlastní návrh a financování.","Za primátora Petra Vokřála se uskutečnil zkušební program Rapid Re-Housing, který poskytl bydlení 50 rodinám; městská zpráva uvádí prodloužení nájemní smlouvy čtyřicáté rodině. Nedokládá tím zavedení nyní slibovaného nájemného podle příjmu.","Město může investovat do vlastního bydlení, rozhodovat o majetku a pravidlech; u městských bytů spravovaných městskými částmi musí zapojit i jejich vedení. Soukromou výstavbu nemůže jednoduše nařídit.","Pásmo 20–35 % vyžaduje definici příjmu, pravidelnou kontrolu, postup při jeho změně a dohodu s městskými částmi. Financování oprav musí fungovat i při nižším nájemném.",Bývalý primátor přináší zkušenost z vedení města; nový mandát a koaliční podporu z toho nelze odvodit.,"Šlo o práci koalice, úřadu a partnerů, ne výlučný osobní výsledek primátora; jiný mechanismus neověřuje dnešní procenta.",Dřívější primátor v čele listiny,"Petr Vokřál byl zvolen primátorem v roce 2014. Posuzujeme tedy i jeho skutečnou dřívější moc a doložené výsledky, například program Rapid Re-Housing, který poskytl bydlení 50 rodinám. Nelze mu ale bez dalšího připsat rozhodnutí rady z období 2022–2026, v níž nepůsobil.",,Pravidla příjmového testu a model dopadu na bytový fond.,https://prisaha.cz/wp-content/uploads/2026/09/Volebni_program_Prisaha_Brno_TEMATA_CELISTVA-1.pdf,PDF – Bytová politika,2cb30b541c6fc59f;92070caf8da6904e;e4f8e48e77fd9841;96ab5768e37aec62;2cb30b541c6fc59f,,2026-09-20
